LOCATION_ID,LAT,LON,LOCATION,TOTAL_CARS,AREA_CODE
4668,43.7797690032233,-79.4155770023701,FINCH AVE AT YONGE ST (PX 128),91460,NO
4669,43.7938100004463,-79.4190139973404,MADAWASKA AVE AT MOORE PARK AVE & YONGE ST (PX 130),72406,NO
4670,43.7954760024605,-79.4194219960239,ATHABASKA AVE AT YONGE ST (PX 1381),65976,NO
4671,43.65432099705,-79.3787690037616,SHUTER ST AT VICTORIA ST (PX 1518),7753,SO
4672,43.6915920028019,-79.5708379982085,DIXON RD AT MARTIN GROVE RD (PX 437),69991,WE
4673,43.6472569965605,-79.3733120055644,CHURCH ST AT THE ESPLANADE (PX 2014),11234,SO
4674,43.649921002538,-79.3744119964225,CHURCH ST AT KING ST (PX 16),11210,SO
4675,43.6537290001515,-79.3732539942351,JARVIS ST AT QUEEN ST (PX 6),277131,SO
4676,43.6604389968698,-79.3758989989958,GERRARD ST AT JARVIS ST (PX 9),57013,SO
4677,43.6570669965754,-79.3745660009364,DUNDAS ST E AT JARVIS ST (PX 8),110127,SO
4678,43.6624179979995,-79.3767159984433,CARLTON ST AT JARVIS ST (PX 10),94750,SO
4679,43.6662850010194,-79.3783470061507,JARVIS ST AT WELLESLEY ST (PX 11),61205,SO
4680,43.6688930027192,-79.3794520049809,ISABELLA ST AT JARVIS ST (PX 12),46433,SO
4681,43.7263419996984,-79.3964000011601,LAWRENCE AVE E AT MOUNT PLEASANT RD E (PX 142),48786,SO
4682,43.6512770023995,-79.3682609987855,KING ST AT SHERBOURNE ST (PX 254),9622,SO
4683,43.779751995614,-79.217142005877,ELLESMERE RD AT MILITARY TR W & ORTON PARK RD (PX 1082),27136,EA
4684,43.778556001967,-79.2222169956097,ELLESMERE RD AT HELICON GT & SCARBOROUGH GOLF CLUB RD (PX 889),27959,EA
4685,43.6617809966968,-79.3697169978783,GERRARD ST AT ONTARIO ST (PX 1019),7153,SO
4686,43.6569430001975,-79.3650019993992,PARLIAMENT ST AT SHUTER ST (PX 247),9511,SO
4687,43.6619499962197,-79.3670350045026,GERRARD ST AT PARLIAMENT ST (PX 249),26336,SO
4689,43.7766490015485,-79.2542149989091,BOROUGH DR E AT PROGRESS AVE (PX 1374),23051,EA
4691,43.7839100041907,-79.2318200027749,PROGRESS AVE AT CENTENNIAL COLLEGE / HOWARD JOHNSON (PX 1736),7535,EA
4694,43.653026996207,-79.5725509944484,RATHBURN RD AT THE WEST MALL (PX 937),27154,WE
4695,43.7233569969793,-79.4967699959557,HIGHVIEW AVE AT LEXFIELD AVE & WILSON AVE (PX 815),44677,NO
4696,43.7239459976328,-79.4941539979471,RIDGE RD AT WILSON AVE (PX 1795),28277,NO
4697,43.7281629983418,-79.4777489977055,DUBRAY AVE AT WILSON AVE (PX 857),16826,NO
4698,43.7333830014412,-79.4528630058558,BILLY BISHOP WAY AT TRANSIT RD & WILSON AVE (PX 1237),64636,NO
4699,43.7365700016513,-79.437869995424,HIGHWAY 401 RAMP AT WILSON AVE (PX 814),28747,NO
4701,43.7110359958347,-79.3771580035292,BAYVIEW AVE AT EGLINTON AVE (PX 90),28714,SO
4702,43.7138500000754,-79.3776219971584,BAYVIEW AVE AT BROADWAY AVE (PX 179),99269,NO
4703,43.7434179994699,-79.3832840060972,BAYVIEW AVE AT TUDOR GT (PX 1823),45638,NO
4704,43.746094234,-79.383792459,BAYVIEW AVE AT WILKET RD & YORK RD,22875,NO
4707,43.6016899966294,-79.545253993876,BROWNS LINE AT HORNER AVE (PX 763),42297,WE
4708,43.7948670038103,-79.1965079959919,HIGHWAY 401 S TCS AT MORNINGSIDE AVE (PX 1032),40499,EA
4709,43.7978289967096,-79.1977449982308,HIGHWAY 401 N TCS AT MORNINGSIDE AVE (PX 1546),39043,EA
4710,43.770612002503,-79.1868649962557,KINGSTON RD AT MORNINGSIDE AVE (PX 143),75785,EA
4711,43.7755900016363,-79.1890100055792,MORNINGSIDE AVE AT WEST HILL CI & 95M N OF BEATH ST (PX 1394),10110,EA
4712,43.8002799962404,-79.1990799938512,MILNER AVE AT MORNINGSIDE AVE (PX 1584),73871,EA
4713,43.8077989982104,-79.2155949992698,BRENYON WAY AT SEWELLS RD (PX 1788),5307,EA
4714,43.6979469986554,-79.573763997435,HIGHWAY 409 S TCS AT MARTIN GROVE RD (PX 1133),13241,WE
4715,43.700069001161,-79.5747419953276,HIGHWAY 409 N TCS AT MARTIN GROVE RD (PX 1134),11660,WE
4716,43.6570349984857,-79.555245994641,MARTIN GROVE RD AT RATHBURN RD (PX 879),48225,WE
4717,43.7901910001999,-79.2341779950202,MILNER AVE AT PROGRESS AVE (PX 1724),13973,EA
4718,43.7031410010643,-79.3605580036558,LAIRD DR AT MILLWOOD RD & SOUTHVALE DR (PX 682),75258,SO
4720,43.7103590028708,-79.3635259965726,LAIRD DR AT MCRAE DR & WICKSTEED AVE (PX 681),60775,SO
4721,43.7018850016984,-79.3581100052027,MILLWOOD RD AT REDWAY RD & VILLAGE STATION (PX 686),29058,SO
4722,43.7810540025991,-79.298105997488,BIRCHMOUNT RD AT SHEPPARD AVE (PX 751),101787,EA
4723,43.782800002496,-79.2904900011975,AGINCOURT MALL AT SHEPPARD AVE& 185M W OF KENNEDY RD (PX 1444),30163,EA
4724,43.7946620003744,-79.2349309954383,MALVERN ST AT PROGRESS AVE & SHEPPARD AVE (PX 1568),35392,EA
4725,43.6314829961288,-79.5310689942604,KIPLING AVE AT NORSEMAN ST (PX 725),34196,WE
4726,43.681378998835,-79.5528109970441,CLEMENT RD AT HUNTING RIDGE & KIPLING AVE (PX 1036),21203,WE
4727,43.7234370011677,-79.5723659951377,GENTHORN AVE AT KIPLING AVE (PX 1797),20415,WE
4728,43.7509760023456,-79.5858279991154,ANNABELLE DR AT KIPLING AVE & ROWNTREE RD (PX 1659),19470,WE
4729,43.7672339983115,-79.3636630035631,HIGHWAY 401 N TCS AT LESLIE ST (PX 753),98284,NO
4730,43.6632390042351,-79.3302240003701,LESLIE ST AT QUEEN ST (PX 547),17473,SO
4732,43.804869246,-79.371585427,FRANCINE DR AT LESLIE ST,13931,NO
4733,43.7900119961954,-79.3680670004261,FINCH AVE AT LESLIE ST (PX 868),111847,NO
4734,43.758721003941,-79.3612689960317,BANNATYNE DR AT LESLIE ST (PX 738),191269,NO
4735,43.7144030034601,-79.3363500049291,DON MILLS RD AT GATEWAY N BLVD (PX 1389),55970,NO
4736,43.7230239956484,-79.3396129975754,DON MILLS RD AT WYNFORD DR (PX 822),21964,NO
4737,43.7276560026971,-79.3408590028615,DON MILLS RD AT BARBER GREENE RD & GREEN BELT DR (PX 623),22275,NO
4738,43.7822699987957,-79.3522399962907,# 2975 DON MILLS AT 445M N OF ESTERBROOK AVE (PX 1043),8959,NO
4739,43.7873449989352,-79.3530289956332,DON MILLS RD AT VAN HORNE AVE (PX 628),36851,NO
4740,43.7926599957152,-79.354736004193,DON MILLS RD AT FINCH AVE (PX 869),30574,NO
4741,43.7996080032247,-79.3541419956016,DON MILLS RD AT MCNICOLL AVE (PX 1039),36348,NO
4742,43.8111839970382,-79.3607760036512,DON MILLS RD AT STEELES AVE (PX 1038),33217,EA
4743,43.6886600042762,-79.3355039946637,GREENWOOD AVE AT MORTIMER AVE (PX 662),19700,SO
4744,43.7697280036684,-79.4108090005276,DORIS AVE AT EMPRESS AVE (PX 1801),10982,NO
4745,43.6622729960935,-79.3148680019508,ASHBRIDGES BAY PARK RD AT COXWELL AVE & LAKE SHORE BLVD (PX 963),54253,SO
4747,43.6683800022278,-79.5338569959372,ISLINGTON AVE AT THE KINGSWAY (PX 708),17766,WE
4748,43.6235920006624,-79.514782999002,ISLINGTON AVE AT THE QUEENSWAY (PX 567),39111,WE
4751,43.7816250043539,-79.4071050000532,FINCH AVE AT WILLOWDALE AVE (PX 807),123751,NO
4752,43.7580590006003,-79.5134449951453,DRIFTWOOD AVE AT FINCH AVE (PX 961),17826,NO
4753,43.7410930018213,-79.5892319967398,ALBION RD AT FINCH AVE (PX 1001),79939,WE
4754,43.7626000025318,-79.4936419964712,FINCH AVE AT ROMFIELD LANE (PX 1061),19606,NO
4755,43.7781229996755,-79.4229849999965,FINCH AVE AT TALBOT RD (PX 1206),33011,NO
4756,43.779601998364,-79.1366749992674,LAWRENCE AVE AT PORT UNION RD (PX 1574),16262,EA
4757,43.7896599999353,-79.1409159981427,FANFARE AVE AT LAWSON RD & PORT UNION RD (PX 1433),23493,EA
4758,43.6826529959459,-79.3059899997805,GERRARD ST AT GLENMOUNT PARK RD (PX 364),15639,SO
4759,43.6704620040652,-79.298016004145,LEE AVE AT QUEEN ST E (PX 549),31444,SO
4760,43.6709800007228,-79.2957400001488,QUEEN ST AT WINEVA AVE (PX 550),9169,SO
4761,43.8100529980475,-79.3063469969078,MCNICOLL AVE AT SILVER SPRINGS BLVD (PX 1817),13823,EA
4762,43.8259499961593,-79.2973319958228,MIDLAND AVE AT STEELES AVE (PX 1260),106783,EA
4764,43.818403002032,-79.3297650003384,FERRIER ST AT STEELES AVE (PX 1710),24517,EA
4765,43.8327040020182,-79.2679619999974,MIDDLEFIELD RD AT STEELES AVE (PX 1554),116224,EA
4766,43.8343019966911,-79.2611500038099,SHADLOCK ST AT STEELES AVE (PX 2162),12907,EA
4767,43.767982524,-79.557804023,STEELES AVE AT TURBINE DR,16490,NO
4768,43.8010560004265,-79.4062520012559,HENDERSON AVE AT MAXOME AVE & STEELES AVE (PX 966),19353,NO
4771,43.7554540002572,-79.6140899949954,HIGHWAY 27 AT STEELES AVE (PX 1793),81581,WE
4772,43.7792359977684,-79.5043390055737,FOUNDERS RD AT STEELES AVE & YORK UNIVERSITY (PX 1214),39376,EA
4773,43.7665450031967,-79.564783997388,STEELES AVE W AT FENMAR DR & PINE VALLEY DR (PX 1209),26821,NO
4774,43.7482870007339,-79.4827860055431,JOHN DRURY DR AT SHEPPARD AVE (PX 1296),26263,NO
4776,43.6312619968425,-79.4755400045855,LAKE SHORE BLVD AT PALACE PIER CT (PX 2034),12112,WE
4777,43.635895998655,-79.4019850032349,LAKE SHORE BLVD AT STADIUM RD & FLEET ST (PX 221),20290,SO
4778,43.5993269998571,-79.5118490038264,LAKE SHORE BLVD AT THIRTEENTH ST (PX 1689),8010,WE
4779,43.6000169964653,-79.5086319958703,LAKE SHORE BLVD AT TENTH ST (PX 236),7379,WE
4780,43.6017589993331,-79.5007629998611,LAKE SHORE BLVD AT THIRD ST (PX 234),14319,WE
4781,43.6172800005535,-79.487347998198,BURLINGTON ST AT LAKE SHORE BLVD (PX 218),16492,WE
4782,43.7027679958783,-79.3156280044189,GLENWOOD CRES AT O CONNOR DR (PX 1836),18347,SO
4783,43.7124529984617,-79.307427005474,BERMONDSEY RD AT OCONNOR DR & YARDLEY AVE (PX 448),11678,SO
4784,43.6977669962777,-79.3294890011436,COXWELL AVE AT COXWELL BLVD & OCONNOR DR (PX 445),79095,SO
4786,43.7818830016157,-79.1729559949887,MILITARY TRL AT OLD KINGSTON RD (PX 1471),5956,EA
4787,43.7845420029928,-79.1687459980488,KINGSTON RD AT LAWSON RD & OLD KINGSTON RD (PX 1573),6996,EA
4788,43.7740470024932,-79.1831170023777,KINGSTON RD AT OLD KINGSTON RD (PX 1150),17112,EA
4790,43.6805390036131,-79.2870870024453,KINGSTON RD AT SCARBOROUGH RD (PX 1669),11487,SO
4791,43.6997459979946,-79.601473996872,CARLINGVIEW DR AT DISCO RD (PX 1207),7043,WE
4792,43.6764270032674,-79.5932399945558,RENFORTH DR AT SILVER DART RD (PX 1641),17332,WE
4793,43.6599059986809,-79.583326006066,ELMBROOK CRES AT ERINGATE DR & RENFORTH DR (PX 1349),18340,WE
4794,43.6514079992003,-79.5794999961713,RATHBURN RD AT RENFORTH DR (PX 1065),12722,WE
4797,43.7118639957593,-79.5354629948888,HIGHWAY 401 S TCS AT WESTON RD (PX 585),50131,NO
4798,43.7148010037231,-79.5366759998807,HIGHWAY 401 N TCS AT WESTON RD (PX 586),54916,NO
4799,43.7482329993619,-79.5416080046444,LANYARD RD AT WESTON RD (PX 1096),29436,NO
4800,43.6886569963828,-79.4942149953973,RAY AVE AT WESTON RD (PX 579),7469,WE
4801,43.6759180016928,-79.4703920027821,GUNNS RD AT WESTON RD (PX 1403),43368,WE
4802,43.6816089969515,-79.4767510018273,ROGERS RD AT WESTON RD (PX 395),22606,WE
4803,43.7001579982337,-79.5162009996174,LAWRENCE AVE AT WESTON RD (PX 431),30800,WE
4806,43.693966149,-79.444603942,GLENHOLME AVE AT VAUGHAN RD,4134,WE
4807,43.744280003059,-79.6075570001045,ALBION RD AT HIGHWAY 27 (PX 1164),73001,WE
4808,43.7204029966285,-79.6125940031906,HUMBERWOOD BLVD AT REXDALE BLVD (PX 1619),39800,WE
4809,43.6908519955197,-79.4754169956777,TRETHEWEY DR AT YORE RD (PX 469),46301,WE
4810,43.7248269958823,-79.2539609986833,DANFORTH RD AT MIDLAND AVE (PX 377),50324,EA
4811,43.7432300019814,-79.2450609945685,DANFORTH RD AT SAVARIN ST (PX 859),23707,EA
4812,43.7669249989411,-79.3191790000454,HIGHWAY 401 S TCS AT VICTORIA PARK AVE (PX 759),65447,NO
4813,43.7695269997841,-79.320334996277,HIGHWAY 401 N TCS AT VICTORIA PARK AVE (PX 758),62457,EA
4814,43.6808109978764,-79.2840600030907,KINGSTON RD AT VICTORIA PARK AVE (PX 158),47261,SO
4815,43.7318659962973,-79.3056100016493,ARNCLIFFE CR AT VICTORIA PARK AVE (PX 1585),13508,NO
4816,43.6869039990595,-79.2865760060056,GERRARD ST AT VICTORIA PARK AVE (PX 361),34659,SO
4817,43.6928689999311,-79.2890220061995,DENTON AVE AT VICTORIA PARK AVE (PX 1447),8632,SO
4818,43.6965500024648,-79.2904839943921,CRESCENT TOWN RD AT VICTORIA PARK AVE (PX 982),8562,SO
4819,43.7087759986933,-79.2959850055133,ST CLAIR AVE AT VICTORIA PARK AVE (PX 471),98433,EA
4820,43.7362699967276,-79.3074269942804,SURREY AVE AT VICTORIA PARK AVE (PX 515),19748,NO
4821,43.7630200000876,-79.3175309948264,VICTORIA PARK AVE AT YORK MILLS RD (PX 518),44640,NO
4822,43.7719409955572,-79.3215179978396,CONSUMERS RD AT MEADOWACRES DR & VICTORIA PARK AVE (PX 864),85840,NO
4823,43.7777429980216,-79.3241699966809,PATRICK BLVD AT VICTORIA PARK AVE (PX 1119),17374,NO
4824,43.783874001914,-79.3270570060037,CLYDESDALE DR AT VICTORIA PARK AVE & VICTORIA WOODS GT (PX 1251),14442,NO
4825,43.7892509977443,-79.329586000109,FERNCREST GT AT  VICTORIA PARK AV & VAN HORNE AV (PX 994),32043,NO
4826,43.7980510043739,-79.3336329960647,MORECAMBE GT AT PAWNEE AVE & VICTORIA PARK AVE (PX 1113),24232,EA
4827,43.8106599988287,-79.3392090051752,GORDON BAKER RD AT VICTORIA PARK AVE (PX 1252),13917,NO
4828,43.8040849996848,-79.3363159987121,MCNICOLL AVE AT VICTORIA PARK AVE (PX 569),44742,NO
4829,43.6939429958994,-79.2840800021775,DENTON AVE AT PHARMACY AVE (PX 1294),11906,EA
4830,43.6969979962656,-79.2853990039424,PHARMACY AVE AT PRAIRIE DR & TEESDALE PL (PX 1034),12216,EA
4831,43.7193170034831,-79.2949240028704,COMSTOCK RD AT PHARMACY AVE (PX 941),23802,EA
4832,43.7374139957442,-79.3022800057494,PHARMACY AVE AT SURREY AVE (PX 688),12830,EA
4833,43.7963399968045,-79.3271780062176,CHESTER LE BLVD AT HUNTINGDALE BLVD & PHARMACY AVEC (PX 1240),18662,EA
4834,43.7816760033982,-79.3201639958806,HUNTINGWOOD DR AT PHARMACY AVE (PX 1052),30485,EA
4835,43.78948500013,-79.3235589966984,COLLINGSBROOK BV AT CORINTHIAN S BLVD & PHARMACY AVE (PX 1520),17137,EA
4837,43.642909000253,-79.4077179967913,KING ST AT NIAGARA ST (PX 537),11196,SO
4838,43.7584829989595,-79.5389459986387,FENMAR DR AT SIGNET DR (PX 1235),16937,NO
4839,43.7657520017194,-79.5412129941206,ORMONT DR AT SIGNET DR (PX 1524),5756,NO
4840,43.716181001718,-79.2827659966214,FAIRFAX CR AT WARDEN AVE (PX 1285),26827,EA
4841,43.7215320000156,-79.2849930048744,COMSTOCK RD AT WARDEN AVE (PX 690),15317,EA
4842,43.7453759965048,-79.2947299976257,LAWRENCE AVE AT WARDEN AVE (PX 409),69171,EA
4843,43.7787309969643,-79.3079050027818,SHEPPARD AVE AT WARDEN AVE (PX 750),122191,EA
4844,43.8014940040655,-79.3187459969341,BRIDLETOWNE CRCL N AT WARDEN AVE (PX 1263),33552,EA
4845,43.8063490021904,-79.3209750060795,MCNICOLL AVE AT WARDEN AVE (PX 1287),96923,EA
4846,43.657224909,-79.344343663,EASTERN AVE AT MCGEE ST,9155,SO
4847,43.6555820025427,-79.3584149951435,KING ST E AT SUMACH ST (PX 1746),8998,SO
4848,43.6401789970517,-79.4212899974238,ATLANTIC AVE AT KING ST (PX 1912),20082,SO
4849,43.737841678,-79.525213074,OAKDALE RD AT TORBARRIE RD,6875,NO
4850,43.6496140023955,-79.3821299969878,ADELAIDE ST AT SHEPPARD ST (PX 1644),25889,SO
4851,43.6491309999929,-79.3907959991832,JOHN ST AT RICHMOND ST (PX 269),8003,SO
4852,43.639688417,-79.441181314,QUEEN ST W AT BEATY AVE,6902,SO
4853,43.6512159990651,-79.3849640023468,QUEEN ST AT YORK ST (PX 1691),19535,WE
4854,43.6142169956589,-79.5561540042307,NORTH QUEEN ST AT THE QUEENSWAY (PX 917),23757,WE
4855,43.6123069968059,-79.5626769977969,THE QUEENSWAY AT THE WEST MALL (PX 912),52098,WE
4856,43.7110409995922,-79.5059709971821,BLACK CREEK DR S TCS AT JANE ST (PX 235),71861,NO
4857,43.712705002157,-79.5064339953825,BLACK CREEK DR N TCS AT JANE ST (PX 1418),61106,NO
4858,43.6671839957062,-79.491767002496,JANE ST AT ST CLAIR AVE (PX 495),44488,WE
4859,43.6111970044557,-79.5465029942199,EVANS AVE AT HIGHWAY 427 E TCS (PX 865),36547,WE
4860,43.6099320021211,-79.5521479968336,EVANS AVE AT GAIR DR (PX 1310),35218,WE
4861,43.661197998563,-79.3581620060965,DUNDAS ST E AT RIVER ST (PX 293),55138,SO
4862,43.6675989998194,-79.3266380060989,DUNDAS ST AT GREENWOOD AVE (PX 285),31598,SO
4863,43.653051216,-79.450115758,DUNDAS ST AT RITCHIE AVE,6351,SO
4864,43.6521149976303,-79.4480859940262,DUNDAS ST W AT HOWARD PARK RD & LYND AVE (PX 1935),10608,SO
4865,43.6494370040741,-79.4247509957426,DOVERCOURT RD AT DUNDAS ST (PX 182),14026,SO
4866,43.6538819984684,-79.4518460020258,DUNDAS ST AT RONCESVALLES AVE (PX 1305),26844,SO
4869,43.6512009986688,-79.4453229948666,DUNDAS ST AT SORAUREN AVE (PX 640),23093,SO
4870,43.6493340023729,-79.4207820040198,DUNDAS ST AT OSSINGTON AVE (PX 180),23788,SO
4871,43.657303873,-79.37345858,DUNDAS ST E AT GEORGE ST,7847,SO
4872,43.6588710038185,-79.368567000256,DUNDAS ST E AT ONTARIO ST (PX 1987),6134,SO
4873,43.634735763,-79.541361422,DUNDAS ST AT WILMAR RD,15377,WE
4875,43.7148460003007,-79.2608709996901,DANFORTH RD AT KENNEDY RD (PX 375),31901,EA
4876,43.731219688,-79.267558406,KENNEDY RD AT TRANSWAY CR,11449,EA
4877,43.7274080008572,-79.265918005026,KENNEDY RD AT MERRIAN RD (PX 1051),8628,EA
4878,43.7421829985822,-79.2720599996697,KENNEDY RD AT RANSTONE GDNS (PX 1762),12743,EA
4879,43.7459939981825,-79.2736520045297,KENNEDY RD AT RADNOR AVE (PX 2408),24007,EA
4880,43.7593520031379,-79.2786780033669,KENNEDY RD AT MUNHAM GT (PX 1084),39029,EA
4881,43.781622091,-79.287382775,COLLINGWOOD ST AT JADE ST & KENNEDY RD,21006,EA
4882,43.7805150010867,-79.2868989954715,COWDRAY CT AT KENNEDY RD (PX 1756),25822,EA
4883,43.7972130031926,-79.2943510034384,KENNEDY RD AT NORCAP AVE (PX 1684),17821,EA
4884,43.8012679978643,-79.2965980045827,FINCH AVE AT KENNEDY RD (PX 1021),91231,EA
4885,43.8121359970682,-79.301944996827,KENNEDY RD AT MCNICOLL AVE (PX 1586),75434,EA
4886,43.6602839960866,-79.415855995147,CLINTON ST AT HARBORD ST (PX 2320),8392,SO
4887,43.6720090021432,-79.3706969994452,BLOOR ST E AT PARLIAMENT ST (PX 252),85590,SO
4888,43.6466699958177,-79.5145709997531,BLOOR ST AT MONTGOMERY RD (PX 1591),31590,WE
4889,43.6505009995231,-79.4790829988368,BLOOR ST W AT DURIE ST W (PX 1479),22185,SO
4890,43.6553949984162,-79.4568930014137,BLOOR ST AT INDIAN RD (PX 1717),22920,SO
4891,43.657078961,-79.448796343,BLOOR ST AT PERTH AVE,11569,SO
4892,43.6502050009224,-79.4804689946355,BLOOR ST W AT WINDERMERE AVE (PX 332),25732,SO
4893,43.6663579979894,-79.405354000409,BLOOR ST AT ROBERT ST & WALMER RD (PX 2083),26821,SO
4894,43.6675159985085,-79.399835995088,BLOOR ST AT ST GEORGE ST (PX 271),35009,SO
4895,43.6696689972128,-79.3895069992422,BAY ST AT BLOOR ST W (PX 70),101384,SO
4896,43.6344499969643,-79.5672290048407,BLOOR ST AT NEILSON DR (PX 2210),25012,WE
4897,43.6473619977117,-79.5113630013473,BLOOR ST AT ROYAL YORK RD (PX 338),112571,WE
4898,43.6923299956085,-79.2833779990601,DANFORTH AVE AT PHARMACY AVE (PX 356),15994,EA
4900,43.678460486,-79.347345187,CARLAW AVE AT DANFORTH AVE,9347,SO
4901,43.6814840035034,-79.3323819969191,DANFORTH AVE AT GREENWOOD AVE (PX 348),33218,SO
4902,43.6874809975389,-79.3049950050206,DANFORTH AVE AT WESTLAKE AVE (PX 1267),23643,SO
4903,43.6654040041385,-79.4645570018453,DUNDAS ST W AT KEELE ST (PX 188),113683,SO
4904,43.7303429971724,-79.4829790044332,KEELE ST AT TILBURY DR (PX 598),19104,NO
4905,43.6583070012785,-79.4614899985191,GLENLAKE AVE AT KEELE ST (PX 575),14120,SO
4906,43.6821360027129,-79.4715979979489,KEELE ST AT ROGERS RD (PX 394),29197,WE
4907,43.7266419991172,-79.4820690045095,KEELE ST AT WILSON AVE (PX 597),97165,NO
4908,43.7410820041101,-79.4855570057166,DIANA DR AT KEELE ST (PX 1548),53890,NO
4909,43.7598279958255,-79.4900820002435,KEELE ST AT TORO RD (PX 1173),29984,NO
4910,43.7706900032692,-79.4927900022927,KEELE ST AT PETRO CANADA & 160M S OF THE POND RD (PX 1545),27162,NO
4911,43.8070499960672,-79.288799994405,MIDLAND AVE AT SILVER STAR BLVD & SOUTH SHIELDS AVE (PX 1494),25990,EA
4912,43.7389359980513,-79.2599719964207,BROADBENT AVE AT MIDLAND AVE & WAINFLEET RD (PX 1719),21432,EA
4913,43.7579529993223,-79.2674470015301,DORCOT AVE AT MIDLAND AVE (PX 1081),25691,EA
4914,43.7658800006036,-79.2705569965135,MIDLAND AVE AT MIDWEST RD (PX 1029),28232,EA
4915,43.7729650001435,-79.2729859942397,MIDLAND AVE AT PROGRESS AVE (PX 691),58236,EA
4916,43.7805969986584,-79.2761379986294,MIDLAND AVE AT PITFIELD RD (PX 1242),12700,EA
4917,43.6463370014055,-79.4490590015213,FERMANAGH AVE AT HIGH PARK BLVD & RONCESVALLES AVE (PX 832),5145,SO
4919,43.6703360043937,-79.4557940031783,DAVENPORT RD AT LAUGHTON AVE (PX 1022),24797,SO
4920,43.7046500004188,-79.4647999963697,CALEDONIA RD AT GLENCAIRN AVE (PX 1301),21334,NO
4921,43.7177559987539,-79.4681570041027,CALEDONIA RD AT ORFUS RD (PX 1302),18932,NO
4922,43.7683270013345,-79.2607820007328,APPLEFIELD DR AT BRIMLEY RD & BERNADINE ST (PX 2101),26101,EA
4923,43.6667250002628,-79.4464609943321,DUPONT ST AT LANSDOWNE AVE (PX 844),53821,SO
4924,43.667213766,-79.444179688,DUPONT ST AT EMERSON AVE,21992,SO
4925,43.6705950032903,-79.426610999977,DUPONT ST AT SHAW ST (PX 900),11246,SO
4927,43.718225999384,-79.2403630061466,BRIMLEY RD AT KINGSTON RD (PX 164),20800,EA
4928,43.7208749966146,-79.2414479981107,BRIMLEY RD AT ST CLAIR AVE E (PX 497),44784,EA
4929,43.7535260020301,-79.2553669940847,BRIMLEY RD AT LAWRENCE AVE (PX 414),113603,EA
4930,43.7984070025272,-79.2733659976785,BRIMLEY RD AT HUNTINGWOOD DR (PX 1170),40045,EA
4931,43.8156699977531,-79.2818679985953,BRIMLEY RD AT MCNICOLL AVE (PX 1510),57324,EA
4932,43.8249869997844,-79.2860540051703,BRIMLEY RD AT EAGLEDANCE DR & PORT ROYAL N TRL (PX 1634),9395,EA
4933,43.633952254,-79.434781562,JAMESON AVE AT SPRINGHURST AVE,10338,SO
4934,43.6427149994479,-79.4374960023452,LANSDOWNE AVE AT SEAFORTH AVE (PX 2347),16908,SO
4935,43.6510120000765,-79.439999003129,COLLEGE ST AT LANSDOWNE AVE (PX 831),46238,SO
4936,43.6841840039252,-79.4517050040611,NAIRN AVE AT ROGERS RD (PX 1596),7900,WE
4937,43.7109199967128,-79.2860859966581,HERRON AVE AT ST CLAIR AVE (PX 641),30379,EA
4938,43.713044601,-79.276558804,SANTAMONICA BLVD AT ST CLAIR AVE,14771,EA
4939,43.6886470029763,-79.3914920054002,FERNDALE AVE AT ST CLAIR AVE & TTC BUS LOOP (PX 1930),8407,SO
4940,43.686144928,-79.403883192,POPLAR PLAINS RD AT ST. CLAIR AVE,9890,SO
4941,43.634892802,-79.425804771,DUFFERIN ST AT SPRINGHURST AVE,23113,SO
4942,43.6571220006028,-79.4343130032908,DUFFERIN ST AT DUFFERIN PARK AVE (PX 1063),11145,SO
4943,43.655209997992,-79.4335679990949,DUFFERIN MALL AT DUFFERIN ST (PX 606),24150,SO
4944,43.6801490042936,-79.4439540000871,ASCOT AVE AT DUFFERIN ST (PX 1767),24724,SO
4945,43.7023510028313,-79.4521199994951,BRIAR HILL AVE AT DUFFERIN ST (PX 1544),33059,WE
4946,43.7038250022106,-79.4524749977227,DUFFERIN ST AT WINGOLD AVE (PX 894),16102,NO
4947,43.7140860038295,-79.4547510017973,DUFFERIN ST AT LAWRENCE AVE (PX 426),116718,NO
4948,43.7320919962188,-79.4589180046136,DUFFERIN ST AT WILSON AVE (PX 617),55492,NO
4949,43.7751929997223,-79.4684679940788,DUFFERIN ST AT MARTIN ROSS AVE (PX 1197),52572,NO
4950,43.7745740003722,-79.2522389938094,BUSHBY DR AT MCCOWAN RD & TOWN CENTRE CRT (PX 1356),69783,EA
4951,43.7600790009695,-79.2468509975797,MCCOWAN RD AT ST ANDREWS RD (PX 996),14521,EA
4952,43.7721419966215,-79.2514979952033,ELLESMERE RD AT MCCOWAN RD (PX 699),96977,EA
4953,43.7986729986515,-79.2625720013197,HUNTINGWOOD DR AT MCCOWAN RD & MIDDLEFIELD RD (PX 1243),45454,EA
4954,43.8225040018327,-79.2739869964627,ALTON TOWERS S CIR AT MCCOWAN RD (PX 1572),13657,EA
4955,43.8268960015146,-79.2759079992737,ALTON TOWERS N CIR AT MCCOWAN RD (PX 1539),12926,EA
4956,43.6649370033789,-79.3845949942162,WELLESLEY ST AT YONGE ST (PX 39),34563,SO
4957,43.7050060023866,-79.3498770052398,OVERLEA BLVD AT THORNCLIFFE PARK DR W (PX 680),40951,SO
4958,43.7038510022958,-79.4417459964851,MARLEE AVE AT RIDELLE AVE (PX 1094),30969,WE
